pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
PACIFIC	ATLANTIC	scaffold1	100001	600000	0.6011186426689283	123
PACIFIC	ATLANTIC	scaffold1	600001	1100000	0.6860344844862863	84
PACIFIC	ATLANTIC	scaffold1	1100001	1600000	0.6918984766503551	26
PACIFIC	ATLANTIC	scaffold2	1	500000	0.4173358057618502	172
PACIFIC	ATLANTIC	scaffold2	500001	1000000	-0.09034808926057375	3
PACIFIC	ATLANTIC	scaffold3	1	500000	0.6149328478641045	170
PACIFIC	ATLANTIC	scaffold3	500001	1000000	0.47572968114021463	68
PACIFIC	ATLANTIC	scaffold4	100001	600000	0.53333478850844	167
PACIFIC	ATLANTIC	scaffold5	1	500000	0.46378414273405305	130
PACIFIC	ATLANTIC	scaffold5	500001	1000000	0.31466778102799836	21
PACIFIC	ATLANTIC	scaffold6	1	500000	0.49743759799925646	118
PACIFIC	ATLANTIC	scaffold6	500001	1000000	0.6183970078390518	92
PACIFIC	ATLANTIC	scaffold7	1	500000	0.4536648650010313	78
PACIFIC	ATLANTIC	scaffold7	500001	1000000	0.41965457480523266	100
PACIFIC	ATLANTIC	scaffold8	1	500000	0.6712735822008611	193
PACIFIC	ATLANTIC	scaffold8	500001	1000000	0.5532606727049674	200
PACIFIC	ATLANTIC	scaffold9	1	500000	0.6452942638139483	162
PACIFIC	ATLANTIC	scaffold10	100001	600000	0.5616221435468297	189
PACIFIC	ATLANTIC	scaffold11	100001	600000	0.6523513706731722	114
PACIFIC	ATLANTIC	scaffold12	1	500000	0.44535001707719035	114
PACIFIC	ATLANTIC	scaffold12	500001	1000000	0.24236627287197532	38
PACIFIC	ATLANTIC	scaffold13	1	500000	0.8953488372093021	15
PACIFIC	ATLANTIC	scaffold13	500001	1000000	0.7996103274882457	13
PACIFIC	ATLANTIC	scaffold14	100001	600000	0.5082786051244103	29
PACIFIC	ATLANTIC	scaffold15	1	500000	0.6393935551214232	88
PACIFIC	ATLANTIC	scaffold16	1	500000	0.6592422033630478	131
PACIFIC	ATLANTIC	scaffold16	500001	1000000	NA	3
PACIFIC	ATLANTIC	scaffold17	1	500000	0.5692693268331203	23
PACIFIC	ATLANTIC	scaffold18	1	500000	0.8482898197944789	85
PACIFIC	ATLANTIC	scaffold19	1	500000	0.6715385823592451	237
PACIFIC	ATLANTIC	scaffold20	100001	600000	0.6646970748834977	97
PACIFIC	ATLANTIC	scaffold21	1	500000	0.6264041517041079	76
PACIFIC	ATLANTIC	scaffold22	1	500000	0.7258694811801564	73
PACIFIC	ATLANTIC	scaffold23	1	500000	0.6683674897632506	50
PACIFIC	ATLANTIC	scaffold24	1	500000	0.37292795381346305	65
PACIFIC	ATLANTIC	scaffold25	100001	600000	0.6066986174481858	139
PACIFIC	ATLANTIC	scaffold26	400001	900000	0.40059716347350083	13
PACIFIC	ATLANTIC	scaffold27	1	500000	0.6926243111301696	141
PACIFIC	ATLANTIC	scaffold27	500001	1000000	-0.10203804900538335	11
PACIFIC	ATLANTIC	scaffold28	1	500000	0.776293666105844	142
PACIFIC	ATLANTIC	scaffold29	1	500000	0.2798525627902191	191
PACIFIC	ATLANTIC	scaffold30	1	500000	0.4445956575481003	53
PACIFIC	ATLANTIC	scaffold30	500001	1000000	0.7838645074436295	132
PACIFIC	ATLANTIC	scaffold31	1	500000	0.7392334872719755	134
PACIFIC	ATLANTIC	scaffold32	1	500000	0.5622835676286855	213
PACIFIC	ATLANTIC	scaffold33	1	500000	0.3133890342943301	37
PACIFIC	ATLANTIC	scaffold34	100001	600000	0.5502876705525209	107
PACIFIC	ATLANTIC	scaffold35	100001	600000	0.7636482770028905	106
PACIFIC	ATLANTIC	scaffold36	1	500000	0.6987107238090002	24
PACIFIC	ATLANTIC	scaffold37	1	500000	0.3361134895532209	95
PACIFIC	ATLANTIC	scaffold38	100001	600000	0.5767337690205127	208
PACIFIC	ATLANTIC	scaffold39	1	500000	0.7874423103761917	25
PACIFIC	ATLANTIC	scaffold41	1	500000	0.6987140737484202	59
PACIFIC	ATLANTIC	scaffold42	1	500000	0.4398158235600089	143
PACIFIC	ATLANTIC	scaffold42	500001	1000000	0.490443182943926	61
PACIFIC	ATLANTIC	scaffold43	1	500000	0.8915416098226467	47
PACIFIC	ATLANTIC	scaffold44	1	500000	0.7525717473235441	94
PACIFIC	ATLANTIC	scaffold46	200001	700000	0.61579197784739	90
PACIFIC	ATLANTIC	scaffold47	1	500000	0.6697370029221899	32
PACIFIC	ATLANTIC	scaffold48	1	500000	0.7186028418164695	29
PACIFIC	ATLANTIC	scaffold49	1	500000	0.6068814512624069	125
PACIFIC	ATLANTIC	scaffold50	1	500000	0.5042372881355932	19
PACIFIC	ATLANTIC	scaffold51	1	500000	0.6206123518978186	102
PACIFIC	ATLANTIC	scaffold52	200001	700000	0.0	3
PACIFIC	ATLANTIC	scaffold53	1	500000	0.6203460864602307	109
PACIFIC	ATLANTIC	scaffold54	1	500000	0.651152791231583	173
PACIFIC	ATLANTIC	scaffold55	1	500000	0.3084779390733193	122
PACIFIC	ATLANTIC	scaffold56	1	500000	0.6382306546895782	78
PACIFIC	ATLANTIC	scaffold57	100001	600000	0.7725251934136349	151
PACIFIC	ATLANTIC	scaffold58	1	500000	-0.26086956521739124	5
PACIFIC	ATLANTIC	scaffold59	1	500000	0.7661209310052804	29
PACIFIC	ATLANTIC	scaffold60	1	500000	0.6167400881057269	16
PACIFIC	ATLANTIC	scaffold61	1	500000	0.6555439489132077	126
PACIFIC	ATLANTIC	scaffold62	1	500000	0.3552264949133458	25
PACIFIC	ATLANTIC	scaffold63	1	500000	0.7929433113804853	24
PACIFIC	ATLANTIC	scaffold64	200001	700000	0.6023317133499289	75
PACIFIC	ATLANTIC	scaffold65	1	500000	0.6665230096610003	118
PACIFIC	ATLANTIC	scaffold66	1	500000	0.7653883031080462	95
PACIFIC	ATLANTIC	scaffold67	1	500000	0.7506793462740355	151
PACIFIC	ATLANTIC	scaffold68	1	500000	0.7813355190596127	68
PACIFIC	ATLANTIC	scaffold69	1	500000	0.5752257085180432	52
PACIFIC	ATLANTIC	scaffold70	1	500000	0.8845513036603377	25
PACIFIC	ATLANTIC	scaffold71	1	500000	0.5842571891446038	78
PACIFIC	ATLANTIC	scaffold72	100001	600000	0.598996358841034	174
PACIFIC	ATLANTIC	scaffold73	100001	600000	0.6929091678776859	102
PACIFIC	ATLANTIC	scaffold74	100001	600000	0.7872632313321453	215
PACIFIC	ATLANTIC	scaffold75	1	500000	0.4315585210865488	153
PACIFIC	ATLANTIC	scaffold75	500001	1000000	1.0	1
PACIFIC	ATLANTIC	scaffold76	1	500000	0.392238894301569	179
PACIFIC	ATLANTIC	scaffold77	1	500000	0.45952711632408266	138
PACIFIC	ATLANTIC	scaffold78	1	500000	0.6195220833295288	66
PACIFIC	ATLANTIC	scaffold79	1	500000	0.8085762387878255	74
PACIFIC	ATLANTIC	scaffold80	1	500000	0.8151452437351951	20
PACIFIC	ATLANTIC	scaffold81	1	500000	0.4010275608076418	415
PACIFIC	ATLANTIC	scaffold82	300001	800000	0.5978767706136147	63
PACIFIC	ATLANTIC	scaffold83	1	500000	0.5299837249256601	45
PACIFIC	ATLANTIC	scaffold84	1	500000	0.7548204607777514	22
PACIFIC	ATLANTIC	scaffold85	1	500000	0.3915254237288136	45
PACIFIC	ATLANTIC	scaffold86	1	500000	0.0	14
PACIFIC	ATLANTIC	scaffold87	1	500000	0.5785962914525971	113
PACIFIC	ATLANTIC	scaffold88	1	500000	0.4807756948628465	219
PACIFIC	ATLANTIC	scaffold89	1	500000	0.6031296072200215	116
PACIFIC	ATLANTIC	scaffold90	1	500000	0.6606550151939082	101
PACIFIC	ATLANTIC	scaffold91	1	500000	0.5418195140123312	40
PACIFIC	ATLANTIC	scaffold92	100001	600000	0.542269051703014	29
PACIFIC	ATLANTIC	scaffold93	1	500000	0.354213399923816	78
PACIFIC	ATLANTIC	scaffold95	1	500000	0.7981386469117311	38
PACIFIC	ATLANTIC	scaffold96	1	500000	0.8225219573400251	21
PACIFIC	ATLANTIC	scaffold97	1	500000	0.553702479520553	122
PACIFIC	ATLANTIC	scaffold98	1	500000	0.5495197157143106	284
PACIFIC	ATLANTIC	scaffold99	100001	600000	0.31743878508279094	28
PACIFIC	ATLANTIC	scaffold100	1	500000	0.754406672402392	153
PACIFIC	ATLANTIC	scaffold101	1	500000	0.6627922361009594	32
PACIFIC	ATLANTIC	scaffold102	100001	600000	0.5911745836936209	88
PACIFIC	ATLANTIC	scaffold103	1	500000	0.6730220431381845	25
PACIFIC	ATLANTIC	scaffold104	200001	700000	0.14591606810806865	18
PACIFIC	ATLANTIC	scaffold105	200001	700000	0.38057629753816147	55
PACIFIC	ATLANTIC	scaffold106	300001	800000	0.3146734520780322	9
PACIFIC	ATLANTIC	scaffold107	1	500000	0.31760050768352965	90
PACIFIC	ATLANTIC	scaffold108	1	500000	0.5589509911925129	107
PACIFIC	ATLANTIC	scaffold109	1	500000	0.7139402961055682	58
PACIFIC	ATLANTIC	scaffold110	100001	600000	0.41519215747096216	92
PACIFIC	ATLANTIC	scaffold112	1	500000	0.6803510430323344	90
PACIFIC	ATLANTIC	scaffold113	1	500000	0.5186332875253103	69
PACIFIC	ATLANTIC	scaffold114	1	500000	0.477030316273225	68
PACIFIC	ATLANTIC	scaffold115	100001	600000	0.5719466954994296	357
PACIFIC	ATLANTIC	scaffold115	600001	1100000	0.6146711726788819	74
PACIFIC	ATLANTIC	scaffold116	100001	600000	0.6941089452747986	48
PACIFIC	ATLANTIC	scaffold117	1	500000	0.6705835591990251	320
PACIFIC	ATLANTIC	scaffold118	1	500000	0.7530277826539551	51
PACIFIC	ATLANTIC	scaffold119	1	500000	0.6597071243035356	28
PACIFIC	ATLANTIC	scaffold120	1	500000	0.6596282918261501	77
PACIFIC	ATLANTIC	scaffold121	100001	600000	0.7665342034204525	76
PACIFIC	ATLANTIC	scaffold122	1	500000	0.7210642946943477	206
PACIFIC	ATLANTIC	scaffold123	1	500000	0.7233577724114484	115
PACIFIC	ATLANTIC	scaffold123	500001	1000000	0.549216521209632	229
PACIFIC	ATLANTIC	scaffold124	100001	600000	0.5864270427636551	138
PACIFIC	ATLANTIC	scaffold125	1	500000	0.7711981475877857	69
PACIFIC	ATLANTIC	scaffold126	1	500000	0.6287513890734389	59
PACIFIC	ATLANTIC	scaffold127	1	500000	0.3291515035433825	119
PACIFIC	ATLANTIC	scaffold128	100001	600000	0.5702590641577482	114
PACIFIC	ATLANTIC	scaffold129	1	500000	0.7327866191481027	64
PACIFIC	ATLANTIC	scaffold130	1	500000	0.5630914405899681	279
PACIFIC	ATLANTIC	scaffold131	1	500000	0.2568713355724356	122
PACIFIC	ATLANTIC	scaffold132	1	500000	0.7699939486905248	32
PACIFIC	ATLANTIC	scaffold133	1	500000	0.22307522145172312	40
PACIFIC	ATLANTIC	scaffold134	1	500000	0.6968996698455104	42
PACIFIC	ATLANTIC	scaffold135	1	500000	0.46646582571872336	165
PACIFIC	ATLANTIC	scaffold136	100001	600000	0.48823341737916204	255
PACIFIC	ATLANTIC	scaffold137	1	500000	0.7721962667150103	202
PACIFIC	ATLANTIC	scaffold138	1	500000	0.5018917265892373	263
PACIFIC	ATLANTIC	scaffold139	1	500000	0.6083214561062706	392
PACIFIC	ATLANTIC	scaffold140	100001	600000	0.48918339348287704	230
PACIFIC	ATLANTIC	scaffold141	1	500000	0.32355820110482086	65
PACIFIC	ATLANTIC	scaffold142	100001	600000	0.7236600034649749	24
PACIFIC	ATLANTIC	scaffold144	1	500000	0.48788250861277666	38
PACIFIC	ATLANTIC	scaffold145	200001	700000	0.47563955239699673	106
PACIFIC	ATLANTIC	scaffold146	1	500000	0.4230338785108088	147
PACIFIC	ATLANTIC	scaffold147	1	500000	0.7328558636853575	269
PACIFIC	ATLANTIC	scaffold148	1	500000	0.9508907077515648	8
PACIFIC	ATLANTIC	scaffold149	200001	700000	0.1852234031575688	2
PACIFIC	ATLANTIC	scaffold150	1	500000	0.5479292968563839	100
PACIFIC	ATLANTIC	scaffold151	1	500000	0.720381958515866	58
PACIFIC	ATLANTIC	scaffold152	1	500000	0.6867451541177052	180
PACIFIC	ATLANTIC	scaffold153	1	500000	0.518091124697532	29
PACIFIC	ATLANTIC	scaffold154	100001	600000	0.5916079031127184	250
PACIFIC	ATLANTIC	scaffold155	1	500000	0.5710885075674705	159
PACIFIC	ATLANTIC	scaffold156	100001	600000	0.18554047353677816	107
PACIFIC	ATLANTIC	scaffold157	1	500000	0.4145811297098393	236
PACIFIC	ATLANTIC	scaffold158	1	500000	0.3934739136748294	155
PACIFIC	ATLANTIC	scaffold159	1	500000	0.5591211087252065	177
PACIFIC	ATLANTIC	scaffold160	100001	600000	0.7047087820851263	55
PACIFIC	ATLANTIC	scaffold161	1	500000	0.7849930013683564	47
PACIFIC	ATLANTIC	scaffold162	1	500000	0.3531021822984673	112
PACIFIC	ATLANTIC	scaffold163	100001	600000	1.0	8
PACIFIC	ATLANTIC	scaffold164	1	500000	0.6418822953273122	121
PACIFIC	ATLANTIC	scaffold165	100001	600000	0.20930232558139533	8
PACIFIC	ATLANTIC	scaffold166	100001	600000	0.6289205062973083	188
PACIFIC	ATLANTIC	scaffold167	1	500000	0.5042066602835308	215
PACIFIC	ATLANTIC	scaffold168	1	500000	0.4293409000313429	115
PACIFIC	ATLANTIC	scaffold169	1	500000	0.6754286954980787	55
PACIFIC	ATLANTIC	scaffold170	1	500000	0.8930356547817395	12
PACIFIC	ATLANTIC	scaffold172	1	500000	0.44309671626496344	37
PACIFIC	ATLANTIC	scaffold173	200001	700000	0.726055725576537	66
PACIFIC	ATLANTIC	scaffold174	1	500000	0.55817947617003	5
PACIFIC	ATLANTIC	scaffold175	1	500000	0.4273665087912801	9
PACIFIC	ATLANTIC	scaffold176	1	500000	0.4159329107345668	135
PACIFIC	ATLANTIC	scaffold177	1	500000	0.3140879779337047	77
PACIFIC	ATLANTIC	scaffold178	100001	600000	0.40143838289936973	214
PACIFIC	ATLANTIC	scaffold179	1	500000	0.6271623103952916	42
PACIFIC	ATLANTIC	scaffold180	100001	600000	0.642112590972996	176
PACIFIC	ATLANTIC	scaffold181	1	500000	0.7919652985586823	60
PACIFIC	ATLANTIC	scaffold182	1	500000	0.6972893532059309	88
PACIFIC	ATLANTIC	scaffold183	1	500000	0.3610596816481728	149
PACIFIC	ATLANTIC	scaffold184	1	500000	0.739912744994536	36
PACIFIC	ATLANTIC	scaffold185	1	500000	0.7185627145786159	55
PACIFIC	ATLANTIC	scaffold186	1	500000	0.531483359454227	16
PACIFIC	ATLANTIC	scaffold187	1	500000	0.46781656853802134	57
PACIFIC	ATLANTIC	scaffold188	1	500000	0.463239227073117	118
PACIFIC	ATLANTIC	scaffold189	1	500000	0.3430885728608743	45
PACIFIC	ATLANTIC	scaffold190	100001	600000	0.6962785114045618	23
PACIFIC	ATLANTIC	scaffold191	1	500000	0.475215989381494	184
PACIFIC	ATLANTIC	scaffold192	100001	600000	0.4913617920225439	73
PACIFIC	ATLANTIC	scaffold193	100001	600000	0.6680583461931324	112
PACIFIC	ATLANTIC	scaffold194	1	500000	0.738500016819316	99
PACIFIC	ATLANTIC	scaffold195	1	500000	0.790888301180434	70
PACIFIC	ATLANTIC	scaffold196	1	500000	0.8537938027095737	27
PACIFIC	ATLANTIC	scaffold197	1	500000	0.4915393983045627	29
PACIFIC	ATLANTIC	scaffold199	100001	600000	0.7626004688880076	49
PACIFIC	ATLANTIC	scaffold200	1	500000	0.5419646811478372	17
PACIFIC	ATLANTIC	scaffold201	100001	600000	0.4072534945221005	25
PACIFIC	ATLANTIC	scaffold202	1	500000	0.649495012115341	291
PACIFIC	ATLANTIC	scaffold203	1	500000	0.8361756782156506	35
PACIFIC	ATLANTIC	scaffold204	100001	600000	0.8903868698710434	13
PACIFIC	ATLANTIC	scaffold205	1	500000	0.7170876584412432	103
PACIFIC	ATLANTIC	scaffold206	1	500000	0.548988303610214	105
PACIFIC	ATLANTIC	scaffold207	1	500000	0.6244555350542883	56
PACIFIC	ATLANTIC	scaffold209	1	500000	0.5319443428433694	43
PACIFIC	ATLANTIC	scaffold210	1	500000	0.9356627842484748	3
PACIFIC	ATLANTIC	scaffold211	1	500000	0.5765298779593329	105
PACIFIC	ATLANTIC	scaffold212	1	500000	0.36593425469260243	100
PACIFIC	ATLANTIC	scaffold213	100001	600000	0.31344693921417355	80
PACIFIC	ATLANTIC	scaffold214	1	500000	0.5580139744217261	106
PACIFIC	ATLANTIC	scaffold215	1	500000	0.2739511784665759	25
PACIFIC	ATLANTIC	scaffold216	1	500000	0.0	1
PACIFIC	ATLANTIC	scaffold217	1	500000	0.6575418886943808	17
PACIFIC	ATLANTIC	scaffold218	100001	600000	0.5389804051613881	237
PACIFIC	ATLANTIC	scaffold219	1	500000	0.5595142176188779	66
PACIFIC	ATLANTIC	scaffold220	300001	800000	0.3529835059549166	83
PACIFIC	ATLANTIC	scaffold221	1	500000	0.5316250866867009	49
PACIFIC	ATLANTIC	scaffold222	100001	600000	0.6602606815686914	36
PACIFIC	ATLANTIC	scaffold223	100001	600000	0.6968882586063005	35
PACIFIC	ATLANTIC	scaffold224	1	500000	0.922951538261615	28
PACIFIC	ATLANTIC	scaffold226	100001	600000	0.7527422763026677	50
PACIFIC	ATLANTIC	scaffold227	100001	600000	0.9007432641684734	20
PACIFIC	ATLANTIC	scaffold228	1	500000	0.37710489148565357	58
PACIFIC	ATLANTIC	scaffold229	1	500000	0.2628297732120376	106
PACIFIC	ATLANTIC	scaffold230	200001	700000	0.5583537150974023	70
PACIFIC	ATLANTIC	scaffold231	200001	700000	0.8317884337861257	235
PACIFIC	ATLANTIC	scaffold232	200001	700000	0.5668159625440126	47
PACIFIC	ATLANTIC	scaffold233	1	500000	0.7277773241218375	17
PACIFIC	ATLANTIC	scaffold234	100001	600000	0.898742554599603	24
PACIFIC	ATLANTIC	scaffold235	1	500000	0.4163320987894431	47
PACIFIC	ATLANTIC	scaffold236	100001	600000	0.6630910377887036	77
PACIFIC	ATLANTIC	scaffold237	1	500000	0.5154541412603728	228
PACIFIC	ATLANTIC	scaffold238	100001	600000	0.5518419752386698	153
PACIFIC	ATLANTIC	scaffold239	100001	600000	0.4740331077274595	53
PACIFIC	ATLANTIC	scaffold240	1	500000	0.015548752243333568	20
PACIFIC	ATLANTIC	scaffold241	1	500000	0.428361621554597	54
PACIFIC	ATLANTIC	scaffold242	200001	700000	0.23861886958434128	6
PACIFIC	ATLANTIC	scaffold243	1	500000	0.6596776505532876	71
PACIFIC	ATLANTIC	scaffold244	100001	600000	0.6666666666666666	7
PACIFIC	ATLANTIC	scaffold245	1	500000	0.7088510921009725	67
PACIFIC	ATLANTIC	scaffold247	100001	600000	0.876923076923077	2
PACIFIC	ATLANTIC	scaffold248	1	500000	0.20268958575448318	140
PACIFIC	ATLANTIC	scaffold249	1	500000	0.6133894397194486	155
PACIFIC	ATLANTIC	scaffold250	1	500000	0.8114667705308836	89
PACIFIC	ATLANTIC	scaffold251	1	500000	0.4353098231171432	51
PACIFIC	ATLANTIC	scaffold252	1	500000	0.7255391699165467	46
PACIFIC	ATLANTIC	scaffold253	100001	600000	0.7506750664781928	87
PACIFIC	ATLANTIC	scaffold254	1	500000	0.4700640098718612	71
PACIFIC	ATLANTIC	scaffold255	1	500000	0.28812628989207917	162
PACIFIC	ATLANTIC	scaffold256	1	500000	0.5162551116672973	167
PACIFIC	ATLANTIC	scaffold257	200001	700000	0.5328526903442508	50
PACIFIC	ATLANTIC	scaffold258	1	500000	-2.2709107321878206e-17	5
PACIFIC	ATLANTIC	scaffold259	1	500000	0.8100056680750108	48
PACIFIC	ATLANTIC	scaffold260	1	500000	0.3259639393216979	65
PACIFIC	ATLANTIC	scaffold261	1	500000	0.573159104929617	33
PACIFIC	ATLANTIC	scaffold262	1	500000	0.6709789993833548	65
PACIFIC	ATLANTIC	scaffold263	1	500000	0.44584164553582756	101
PACIFIC	ATLANTIC	scaffold264	1	500000	0.3871796883640863	81
PACIFIC	ATLANTIC	scaffold265	1	500000	0.3178857826414426	21
PACIFIC	ATLANTIC	scaffold266	1	500000	0.5666624232871783	25
PACIFIC	ATLANTIC	scaffold267	1	500000	NA	4
PACIFIC	ATLANTIC	scaffold269	1	500000	0.4075292677328029	71
PACIFIC	ATLANTIC	scaffold270	1	500000	0.5643891029154082	55
PACIFIC	ATLANTIC	scaffold271	100001	600000	0.6759602018173214	101
PACIFIC	ATLANTIC	scaffold272	1	500000	0.737156391211298	88
PACIFIC	ATLANTIC	scaffold273	1	500000	0.5529423794672529	32
PACIFIC	ATLANTIC	scaffold274	1	500000	0.6273191618378188	147
PACIFIC	ATLANTIC	scaffold275	1	500000	0.46872768931909886	53
PACIFIC	ATLANTIC	scaffold276	1	500000	0.7873391837777969	9
PACIFIC	ATLANTIC	scaffold277	100001	600000	0.48430397829286104	118
PACIFIC	ATLANTIC	scaffold278	1	500000	0.5141064735442629	211
PACIFIC	ATLANTIC	scaffold279	100001	600000	0.896322015422504	18
PACIFIC	ATLANTIC	scaffold280	1	500000	0.48689073797038807	61
PACIFIC	ATLANTIC	scaffold281	1	500000	0.6994309562683373	226
PACIFIC	ATLANTIC	scaffold281	500001	1000000	0.7290996118522107	16
PACIFIC	ATLANTIC	scaffold282	1	500000	0.021332684244124905	18
PACIFIC	ATLANTIC	scaffold283	1	500000	0.6026252983293557	10
PACIFIC	ATLANTIC	scaffold284	1	500000	0.7142973862884316	36
PACIFIC	ATLANTIC	scaffold285	1	500000	0.3997316462636071	49
PACIFIC	ATLANTIC	scaffold286	1	500000	0.695009341372947	92
PACIFIC	ATLANTIC	scaffold287	1	500000	0.3419902468252251	73
PACIFIC	ATLANTIC	scaffold288	1	500000	0.6311629995509653	101
PACIFIC	ATLANTIC	scaffold289	100001	600000	0.8156984934387209	67
PACIFIC	ATLANTIC	scaffold290	100001	600000	0.5326778284717862	53
PACIFIC	ATLANTIC	scaffold291	100001	600000	0.6412794399250669	68
PACIFIC	ATLANTIC	scaffold292	1	500000	0.5673222405936869	71
PACIFIC	ATLANTIC	scaffold293	1	500000	0.5556912201783275	28
PACIFIC	ATLANTIC	scaffold294	1	500000	0.2451660382285563	110
PACIFIC	ATLANTIC	scaffold295	1	500000	0.5915943353129283	28
PACIFIC	ATLANTIC	scaffold296	1	500000	0.6284143288341526	73
PACIFIC	ATLANTIC	scaffold297	100001	600000	0.5996890267355172	18
PACIFIC	ATLANTIC	scaffold298	100001	600000	0.6950384119704204	46
