pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_dxy	no_sites	count_diffs	count_comparisons	count_missing
PACIFIC	ATLANTIC	scaffold1	1	500000	0.021172638436482084	407	52	2456	100648
PACIFIC	ATLANTIC	scaffold1	500001	1000000	0.0029411764705882353	840	16	5440	199296
PACIFIC	ATLANTIC	scaffold1	1000001	1500000	0.008444444444444444	664	38	4500	86316
PACIFIC	ATLANTIC	scaffold2	1	500000	0.035037878787878785	419	74	2112	94848
PACIFIC	ATLANTIC	scaffold2	500001	1000000	0.0	147	0	848	27184
PACIFIC	ATLANTIC	scaffold3	1	500000	0.01019108280254777	1321	192	18840	271336
PACIFIC	ATLANTIC	scaffold3	500001	1000000	0.014285714285714285	34	2	140	49396
PACIFIC	ATLANTIC	scaffold4	1	500000	0.006359102244389027	1085	102	16040	265944
PACIFIC	ATLANTIC	scaffold4	500001	1000000	0.0	46	0	184	18568
PACIFIC	ATLANTIC	scaffold5	1	500000	0.0041616091555401425	1054	96	23068	190564
PACIFIC	ATLANTIC	scaffold5	500001	1000000	NA	0	0	0	26304
PACIFIC	ATLANTIC	scaffold6	1	500000	0.002556610664718773	1104	28	10952	228024
PACIFIC	ATLANTIC	scaffold6	500001	1000000	0.016211604095563138	688	76	4688	120304
PACIFIC	ATLANTIC	scaffold7	1	500000	0.008337965536409116	444	60	7196	92452
PACIFIC	ATLANTIC	scaffold7	500001	1000000	0.014397905759162303	501	44	3056	102480
PACIFIC	ATLANTIC	scaffold8	1	500000	0.023793787177792465	637	144	6052	215132
PACIFIC	ATLANTIC	scaffold8	500001	1000000	0.007648953301127214	762	38	4968	192792
PACIFIC	ATLANTIC	scaffold9	1	500000	0.0056438127090301	1413	108	19136	224640
PACIFIC	ATLANTIC	scaffold10	1	500000	0.0056568196103079825	931	36	6364	171172
PACIFIC	ATLANTIC	scaffold10	500001	1000000	0.0	320	0	3240	90264
PACIFIC	ATLANTIC	scaffold11	1	500000	0.0007656967840735069	509	4	5224	121368
PACIFIC	ATLANTIC	scaffold12	1	500000	0.003808487486398259	401	28	7352	68488
PACIFIC	ATLANTIC	scaffold12	500001	1000000	0.007462686567164179	67	2	268	48948
PACIFIC	ATLANTIC	scaffold13	1	500000	0.0	164	0	1072	54032
PACIFIC	ATLANTIC	scaffold13	500001	1000000	0.0	25	0	180	31948
PACIFIC	ATLANTIC	scaffold14	1	500000	NA	0	0	0	24000
PACIFIC	ATLANTIC	scaffold15	1	500000	0.0	24	0	96	50912
PACIFIC	ATLANTIC	scaffold16	1	500000	0.0022123893805309734	251	4	1808	151536
PACIFIC	ATLANTIC	scaffold16	500001	1000000	0.0	339	0	2820	69500
PACIFIC	ATLANTIC	scaffold17	1	500000	0.008130081300813009	170	8	984	81640
PACIFIC	ATLANTIC	scaffold18	1	500000	0.012721665381649962	708	66	5188	229500
PACIFIC	ATLANTIC	scaffold19	1	500000	0.011938202247191011	584	34	2848	271840
PACIFIC	ATLANTIC	scaffold20	1	500000	0.015706806282722512	158	12	764	78660
PACIFIC	ATLANTIC	scaffold21	1	500000	0.007449344457687724	1073	50	6712	222088
PACIFIC	ATLANTIC	scaffold22	1	500000	0.0	314	0	2948	148284
PACIFIC	ATLANTIC	scaffold23	1	500000	0.003067484662576687	327	6	1956	82076
PACIFIC	ATLANTIC	scaffold24	1	500000	0.0121012101210121	528	88	7272	70104
PACIFIC	ATLANTIC	scaffold25	1	500000	0.0005169561621174524	1037	20	38688	119200
PACIFIC	ATLANTIC	scaffold26	1	500000	0.0	456	0	3284	118188
PACIFIC	ATLANTIC	scaffold27	1	500000	0.008258258258258258	629	44	5328	210416
PACIFIC	ATLANTIC	scaffold27	500001	1000000	0.0	7	0	28	14436
PACIFIC	ATLANTIC	scaffold28	1	500000	0.0055762081784386614	444	12	2152	109976
PACIFIC	ATLANTIC	scaffold29	1	500000	0.015187611673615247	779	306	20148	92236
PACIFIC	ATLANTIC	scaffold30	1	500000	0.00030622243998040176	1881	10	32656	291952
PACIFIC	ATLANTIC	scaffold30	500001	1000000	0.0030066815144766147	2010	108	35920	245872
PACIFIC	ATLANTIC	scaffold31	1	500000	0.010926118626430802	1166	84	7688	317304
PACIFIC	ATLANTIC	scaffold32	1	500000	0.00798175598631699	566	28	3508	194316
PACIFIC	ATLANTIC	scaffold33	1	500000	0.0	105	0	648	95928
PACIFIC	ATLANTIC	scaffold34	1	500000	0.010532837670384139	902	68	6456	138888
PACIFIC	ATLANTIC	scaffold35	1	500000	0.0	76	0	328	45944
PACIFIC	ATLANTIC	scaffold35	500001	1000000	0.016605166051660517	603	108	6504	102936
PACIFIC	ATLANTIC	scaffold36	1	500000	NA	0	0	0	15744
PACIFIC	ATLANTIC	scaffold37	1	500000	0.001623165822620439	2227	50	30804	327404
PACIFIC	ATLANTIC	scaffold38	1	500000	0.016561514195583597	857	84	5072	230256
PACIFIC	ATLANTIC	scaffold39	1	500000	0.0	101	0	424	72152
