pop1	pop2	chromosome	window_pos_1	window_pos_2	avg_wc_fst	no_snps
PACIFIC	ATLANTIC	scaffold1	100001	600000	0.38317757009345793	29
PACIFIC	ATLANTIC	scaffold1	600001	1100000	0.25	16
PACIFIC	ATLANTIC	scaffold1	1100001	1600000	0.6666666666666666	14
PACIFIC	ATLANTIC	scaffold2	1	500000	-0.02620087336244541	61
PACIFIC	ATLANTIC	scaffold3	1	500000	0.26322259595865666	56
PACIFIC	ATLANTIC	scaffold3	500001	1000000	0.0	14
PACIFIC	ATLANTIC	scaffold4	100001	600000	0.1891891891891892	54
PACIFIC	ATLANTIC	scaffold5	200001	700000	0.5871420107862478	36
PACIFIC	ATLANTIC	scaffold6	1	500000	0.03154574132492113	34
PACIFIC	ATLANTIC	scaffold6	500001	1000000	0.21464646464646464	47
PACIFIC	ATLANTIC	scaffold7	1	500000	0.159162236597707	13
PACIFIC	ATLANTIC	scaffold7	500001	1000000	0.06060606060606059	23
PACIFIC	ATLANTIC	scaffold8	1	500000	0.28126452812645286	44
PACIFIC	ATLANTIC	scaffold8	500001	1000000	-0.008746355685131187	37
PACIFIC	ATLANTIC	scaffold9	1	500000	0.225531914893617	37
PACIFIC	ATLANTIC	scaffold10	100001	600000	0.037500000000000006	49
PACIFIC	ATLANTIC	scaffold11	100001	600000	NA	4
PACIFIC	ATLANTIC	scaffold12	200001	700000	0.4137931034482758	16
PACIFIC	ATLANTIC	scaffold13	1	500000	0.0	2
PACIFIC	ATLANTIC	scaffold13	500001	1000000	0.0	7
PACIFIC	ATLANTIC	scaffold14	100001	600000	0.0	5
PACIFIC	ATLANTIC	scaffold15	1	500000	0.0	4
PACIFIC	ATLANTIC	scaffold16	1	500000	0.0	38
PACIFIC	ATLANTIC	scaffold17	1	500000	-1.0000000000000004	3
PACIFIC	ATLANTIC	scaffold18	200001	700000	0.6993006993006994	15
PACIFIC	ATLANTIC	scaffold19	100001	600000	-0.12500000000000003	42
PACIFIC	ATLANTIC	scaffold20	100001	600000	0.25	8
PACIFIC	ATLANTIC	scaffold21	1	500000	0.0	29
PACIFIC	ATLANTIC	scaffold22	300001	800000	0.0	18
PACIFIC	ATLANTIC	scaffold23	100001	600000	-0.06976744186046507	6
PACIFIC	ATLANTIC	scaffold24	200001	700000	0.25131331474155266	24
PACIFIC	ATLANTIC	scaffold25	100001	600000	0.0	12
PACIFIC	ATLANTIC	scaffold27	1	500000	0.4239130434782609	24
PACIFIC	ATLANTIC	scaffold27	500001	1000000	NA	1
PACIFIC	ATLANTIC	scaffold28	1	500000	0.0	17
PACIFIC	ATLANTIC	scaffold29	1	500000	0.19435706180599074	57
PACIFIC	ATLANTIC	scaffold30	1	500000	-0.5000000000000002	9
PACIFIC	ATLANTIC	scaffold30	500001	1000000	0.13044236977576126	60
PACIFIC	ATLANTIC	scaffold31	1	500000	0.4460431654676259	47
PACIFIC	ATLANTIC	scaffold32	1	500000	0.11428571428571428	45
PACIFIC	ATLANTIC	scaffold33	100001	600000	0.0	5
PACIFIC	ATLANTIC	scaffold34	100001	600000	0.17333333333333334	38
PACIFIC	ATLANTIC	scaffold35	500001	1000000	0.8715319662243667	23
PACIFIC	ATLANTIC	scaffold37	1	500000	0.008075680664513188	24
PACIFIC	ATLANTIC	scaffold38	100001	600000	0.21739130434782608	44
PACIFIC	ATLANTIC	scaffold39	400001	900000	NA	6
PACIFIC	ATLANTIC	scaffold41	200001	700000	-0.3333333333333334	11
PACIFIC	ATLANTIC	scaffold42	300001	800000	0.3233756008132279	27
PACIFIC	ATLANTIC	scaffold43	1	500000	NA	4
PACIFIC	ATLANTIC	scaffold44	1	500000	0.19905648014676974	37
PACIFIC	ATLANTIC	scaffold46	200001	700000	0.0	4
PACIFIC	ATLANTIC	scaffold47	200001	700000	NA	4
PACIFIC	ATLANTIC	scaffold48	1	500000	0.2600145666423889	6
PACIFIC	ATLANTIC	scaffold49	1	500000	-0.043478260869565306	22
PACIFIC	ATLANTIC	scaffold50	1	500000	0.0	6
PACIFIC	ATLANTIC	scaffold51	300001	800000	-0.019657901455195245	16
PACIFIC	ATLANTIC	scaffold53	1	500000	0.0	36
PACIFIC	ATLANTIC	scaffold54	1	500000	0.41945445187853836	43
PACIFIC	ATLANTIC	scaffold55	200001	700000	0.12349982570589114	46
PACIFIC	ATLANTIC	scaffold56	300001	800000	0.25929325378614043	23
PACIFIC	ATLANTIC	scaffold57	100001	600000	0.013333333333333334	35
PACIFIC	ATLANTIC	scaffold58	1	500000	0.0	2
PACIFIC	ATLANTIC	scaffold59	100001	600000	0.0	6
PACIFIC	ATLANTIC	scaffold60	100001	600000	NA	4
PACIFIC	ATLANTIC	scaffold61	100001	600000	0.0	42
PACIFIC	ATLANTIC	scaffold62	1	500000	-1.0000000000000004	3
PACIFIC	ATLANTIC	scaffold63	1	500000	0.9767441860465116	8
PACIFIC	ATLANTIC	scaffold64	300001	800000	0.43448275862068964	17
PACIFIC	ATLANTIC	scaffold65	1	500000	0.0	28
PACIFIC	ATLANTIC	scaffold66	1	500000	0.0	12
PACIFIC	ATLANTIC	scaffold67	100001	600000	-0.04307692307692309	33
PACIFIC	ATLANTIC	scaffold68	1	500000	1.0	19
PACIFIC	ATLANTIC	scaffold69	1	500000	0.0	12
PACIFIC	ATLANTIC	scaffold70	100001	600000	NA	2
PACIFIC	ATLANTIC	scaffold71	1	500000	0.6486486486486487	13
PACIFIC	ATLANTIC	scaffold72	100001	600000	0.0955742651715531	60
PACIFIC	ATLANTIC	scaffold73	100001	600000	0.0	32
PACIFIC	ATLANTIC	scaffold74	100001	600000	0.39823008849557523	38
PACIFIC	ATLANTIC	scaffold75	100001	600000	0.419210722263589	17
PACIFIC	ATLANTIC	scaffold76	200001	700000	0.379670747564955	80
PACIFIC	ATLANTIC	scaffold77	1	500000	0.04045378594670653	25
PACIFIC	ATLANTIC	scaffold78	1	500000	0.4444444444444444	15
PACIFIC	ATLANTIC	scaffold79	100001	600000	0.0	13
PACIFIC	ATLANTIC	scaffold80	1	500000	0.9310344827586206	5
PACIFIC	ATLANTIC	scaffold81	1	500000	0.41595092024539876	100
PACIFIC	ATLANTIC	scaffold82	300001	800000	0.5555555555555556	16
PACIFIC	ATLANTIC	scaffold83	200001	700000	0.0	11
PACIFIC	ATLANTIC	scaffold84	1	500000	1.0	1
PACIFIC	ATLANTIC	scaffold85	1	500000	0.0	12
PACIFIC	ATLANTIC	scaffold86	1	500000	NA	2
PACIFIC	ATLANTIC	scaffold87	100001	600000	0.05660377358490567	35
PACIFIC	ATLANTIC	scaffold88	100001	600000	0.05960264900662252	42
PACIFIC	ATLANTIC	scaffold89	100001	600000	0.11111111111111109	17
PACIFIC	ATLANTIC	scaffold90	200001	700000	0.16770186335403725	29
PACIFIC	ATLANTIC	scaffold91	1	500000	NA	2
PACIFIC	ATLANTIC	scaffold92	300001	800000	NA	1
PACIFIC	ATLANTIC	scaffold93	1	500000	0.24904620601949978	25
PACIFIC	ATLANTIC	scaffold95	100001	600000	0.27272727272727276	11
PACIFIC	ATLANTIC	scaffold96	200001	700000	NA	4
PACIFIC	ATLANTIC	scaffold97	1	500000	0.0	20
PACIFIC	ATLANTIC	scaffold98	1	500000	0.4032882925446471	109
PACIFIC	ATLANTIC	scaffold99	100001	600000	0.0	7
